idx,greenhouseId,time,measurementLine,sampleId,standardCategoryName,standardItemName,surveyItemName,unit,surveyItemValue
152,1,2024-11-01,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2024-11-01,5,2,steminfo,crowndiameter,관부직경,cm,2.3
152,1,2024-11-01,5,2,plantobjectinfo,fruitingnumber,착과수,개,0
111,1,2024-11-04,1,1,steminfo,plantheight,초장,cm,24
111,1,2024-11-04,1,1,leafinfo,leaflength,엽장,cm,10
111,1,2024-11-04,1,1,leafinfo,leafwidth,엽폭,cm,7
111,1,2024-11-04,1,1,leafinfo,petiolelength,엽병장,cm,14
111,1,2024-11-04,1,1,leafinfo,leafnumber,엽수,개,7
111,1,2024-11-04,1,1,steminfo,crowndiameter,관부직경,cm,1.5
111,1,2024-11-04,1,1,plantobjectinfo,fruitingnumber,착과수,개,0
112,1,2024-11-04,1,2,steminfo,plantheight,초장,cm,30
112,1,2024-11-04,1,2,leafinfo,leaflength,엽장,cm,11
112,1,2024-11-04,1,2,leafinfo,leafwidth,엽폭,cm,7
112,1,2024-11-04,1,2,leafinfo,petiolelength,엽병장,cm,19
112,1,2024-11-04,1,2,leafinfo,leafnumber,엽수,개,5
112,1,2024-11-04,1,2,steminfo,crowndiameter,관부직경,cm,2
112,1,2024-11-04,1,2,plantobjectinfo,fruitingnumber,착과수,개,0
121,1,2024-11-04,2,1,steminfo,plantheight,초장,cm,27
121,1,2024-11-04,2,1,leafinfo,leaflength,엽장,cm,9
121,1,2024-11-04,2,1,leafinfo,leafwidth,엽폭,cm,8
121,1,2024-11-04,2,1,leafinfo,petiolelength,엽병장,cm,18
121,1,2024-11-04,2,1,leafinfo,leafnumber,엽수,개,7
121,1,2024-11-04,2,1,steminfo,crowndiameter,관부직경,cm,2
121,1,2024-11-04,2,1,plantobjectinfo,fruitingnumber,착과수,개,2
122,1,2024-11-04,2,2,steminfo,plantheight,초장,cm,27
122,1,2024-11-04,2,2,leafinfo,leaflength,엽장,cm,11
122,1,2024-11-04,2,2,leafinfo,leafwidth,엽폭,cm,10
122,1,2024-11-04,2,2,leafinfo,petiolelength,엽병장,cm,16
122,1,2024-11-04,2,2,leafinfo,leafnumber,엽수,개,6
122,1,2024-11-04,2,2,steminfo,crowndiameter,관부직경,cm,2
122,1,2024-11-04,2,2,plantobjectinfo,fruitingnumber,착과수,개,0
131,1,2024-11-04,3,1,steminfo,plantheight,초장,cm,27
131,1,2024-11-04,3,1,leafinfo,leaflength,엽장,cm,10
131,1,2024-11-04,3,1,leafinfo,leafwidth,엽폭,cm,8
131,1,2024-11-04,3,1,leafinfo,petiolelength,엽병장,cm,17
131,1,2024-11-04,3,1,leafinfo,leafnumber,엽수,개,5
131,1,2024-11-04,3,1,steminfo,crowndiameter,관부직경,cm,1.5
131,1,2024-11-04,3,1,plantobjectinfo,fruitingnumber,착과수,개,0
132,1,2024-11-04,3,2,steminfo,plantheight,초장,cm,29
132,1,2024-11-04,3,2,leafinfo,leaflength,엽장,cm,11
132,1,2024-11-04,3,2,leafinfo,leafwidth,엽폭,cm,8
132,1,2024-11-04,3,2,leafinfo,petiolelength,엽병장,cm,18
132,1,2024-11-04,3,2,leafinfo,leafnumber,엽수,개,5
132,1,2024-11-04,3,2,steminfo,crowndiameter,관부직경,cm,1.5
132,1,2024-11-04,3,2,plantobjectinfo,fruitingnumber,착과수,개,0
141,1,2024-11-04,4,1,steminfo,plantheight,초장,cm,25
141,1,2024-11-04,4,1,leafinfo,leaflength,엽장,cm,11
141,1,2024-11-04,4,1,leafinfo,leafwidth,엽폭,cm,9
141,1,2024-11-04,4,1,leafinfo,petiolelength,엽병장,cm,14
141,1,2024-11-04,4,1,leafinfo,leafnumber,엽수,개,7
141,1,2024-11-04,4,1,steminfo,crowndiameter,관부직경,cm,2
141,1,2024-11-04,4,1,plantobjectinfo,fruitingnumber,착과수,개,0
142,1,2024-11-04,4,2,steminfo,plantheight,초장,cm,25
142,1,2024-11-04,4,2,leafinfo,leaflength,엽장,cm,11
142,1,2024-11-04,4,2,leafinfo,leafwidth,엽폭,cm,10
142,1,2024-11-04,4,2,leafinfo,petiolelength,엽병장,cm,14
142,1,2024-11-04,4,2,leafinfo,leafnumber,엽수,개,6
142,1,2024-11-04,4,2,steminfo,crowndiameter,관부직경,cm,1.5
142,1,2024-11-04,4,2,plantobjectinfo,fruitingnumber,착과수,개,0
151,1,2024-11-04,5,1,steminfo,plantheight,초장,cm,25
151,1,2024-11-04,5,1,leafinfo,leaflength,엽장,cm,10
151,1,2024-11-04,5,1,leafinfo,leafwidth,엽폭,cm,7
151,1,2024-11-04,5,1,leafinfo,petiolelength,엽병장,cm,15
151,1,2024-11-04,5,1,leafinfo,leafnumber,엽수,개,8
151,1,2024-11-04,5,1,steminfo,crowndiameter,관부직경,cm,1.5
151,1,2024-11-04,5,1,plantobjectinfo,fruitingnumber,착과수,개,0
152,1,2024-11-04,5,2,steminfo,plantheight,초장,cm,26
152,1,2024-11-04,5,2,leafinfo,leaflength,엽장,cm,11
152,1,2024-11-04,5,2,leafinfo,leafwidth,엽폭,cm,10
152,1,2024-11-04,5,2,leafinfo,petiolelength,엽병장,cm,16
152,1,2024-11-04,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2024-11-04,5,2,steminfo,crowndiameter,관부직경,cm,2.3
152,1,2024-11-04,5,2,plantobjectinfo,fruitingnumber,착과수,개,0
111,1,2024-11-11,1,1,steminfo,plantheight,초장,cm,24
111,1,2024-11-11,1,1,leafinfo,leaflength,엽장,cm,10
111,1,2024-11-11,1,1,leafinfo,leafwidth,엽폭,cm,7
111,1,2024-11-11,1,1,leafinfo,petiolelength,엽병장,cm,14
111,1,2024-11-11,1,1,leafinfo,leafnumber,엽수,개,7
111,1,2024-11-11,1,1,steminfo,crowndiameter,관부직경,cm,1.5
111,1,2024-11-11,1,1,plantobjectinfo,fruitingnumber,착과수,개,0
112,1,2024-11-11,1,2,steminfo,plantheight,초장,cm,30
112,1,2024-11-11,1,2,leafinfo,leaflength,엽장,cm,11
112,1,2024-11-11,1,2,leafinfo,leafwidth,엽폭,cm,7
112,1,2024-11-11,1,2,leafinfo,petiolelength,엽병장,cm,19
112,1,2024-11-11,1,2,leafinfo,leafnumber,엽수,개,7
112,1,2024-11-11,1,2,steminfo,crowndiameter,관부직경,cm,2
112,1,2024-11-11,1,2,plantobjectinfo,fruitingnumber,착과수,개,0
121,1,2024-11-11,2,1,steminfo,plantheight,초장,cm,27
121,1,2024-11-11,2,1,leafinfo,leaflength,엽장,cm,9
121,1,2024-11-11,2,1,leafinfo,leafwidth,엽폭,cm,8
121,1,2024-11-11,2,1,leafinfo,petiolelength,엽병장,cm,18
121,1,2024-11-11,2,1,leafinfo,leafnumber,엽수,개,7
121,1,2024-11-11,2,1,steminfo,crowndiameter,관부직경,cm,2
121,1,2024-11-11,2,1,plantobjectinfo,fruitingnumber,착과수,개,5
122,1,2024-11-11,2,2,steminfo,plantheight,초장,cm,27
122,1,2024-11-11,2,2,leafinfo,leaflength,엽장,cm,11
122,1,2024-11-11,2,2,leafinfo,leafwidth,엽폭,cm,10
122,1,2024-11-11,2,2,leafinfo,petiolelength,엽병장,cm,16
122,1,2024-11-11,2,2,leafinfo,leafnumber,엽수,개,6
122,1,2024-11-11,2,2,steminfo,crowndiameter,관부직경,cm,2
122,1,2024-11-11,2,2,plantobjectinfo,fruitingnumber,착과수,개,1
131,1,2024-11-11,3,1,steminfo,plantheight,초장,cm,29
131,1,2024-11-11,3,1,leafinfo,leaflength,엽장,cm,11
131,1,2024-11-11,3,1,leafinfo,leafwidth,엽폭,cm,7
131,1,2024-11-11,3,1,leafinfo,petiolelength,엽병장,cm,18
131,1,2024-11-11,3,1,leafinfo,leafnumber,엽수,개,6
131,1,2024-11-11,3,1,steminfo,crowndiameter,관부직경,cm,1.5
131,1,2024-11-11,3,1,plantobjectinfo,fruitingnumber,착과수,개,0
132,1,2024-11-11,3,2,steminfo,plantheight,초장,cm,29
132,1,2024-11-11,3,2,leafinfo,leaflength,엽장,cm,11
132,1,2024-11-11,3,2,leafinfo,leafwidth,엽폭,cm,8
132,1,2024-11-11,3,2,leafinfo,petiolelength,엽병장,cm,18
132,1,2024-11-11,3,2,leafinfo,leafnumber,엽수,개,6
132,1,2024-11-11,3,2,steminfo,crowndiameter,관부직경,cm,1.5
132,1,2024-11-11,3,2,plantobjectinfo,fruitingnumber,착과수,개,0
141,1,2024-11-11,4,1,steminfo,plantheight,초장,cm,25
141,1,2024-11-11,4,1,leafinfo,leaflength,엽장,cm,11
141,1,2024-11-11,4,1,leafinfo,leafwidth,엽폭,cm,9
141,1,2024-11-11,4,1,leafinfo,petiolelength,엽병장,cm,14
141,1,2024-11-11,4,1,leafinfo,leafnumber,엽수,개,7
141,1,2024-11-11,4,1,steminfo,crowndiameter,관부직경,cm,2
141,1,2024-11-11,4,1,plantobjectinfo,fruitingnumber,착과수,개,0
142,1,2024-11-11,4,2,steminfo,plantheight,초장,cm,25
142,1,2024-11-11,4,2,leafinfo,leaflength,엽장,cm,11
142,1,2024-11-11,4,2,leafinfo,leafwidth,엽폭,cm,10
142,1,2024-11-11,4,2,leafinfo,petiolelength,엽병장,cm,14
142,1,2024-11-11,4,2,leafinfo,leafnumber,엽수,개,6
142,1,2024-11-11,4,2,steminfo,crowndiameter,관부직경,cm,1.5
142,1,2024-11-11,4,2,plantobjectinfo,fruitingnumber,착과수,개,0
151,1,2024-11-11,5,1,steminfo,plantheight,초장,cm,25
151,1,2024-11-11,5,1,leafinfo,leaflength,엽장,cm,10
151,1,2024-11-11,5,1,leafinfo,leafwidth,엽폭,cm,7
151,1,2024-11-11,5,1,leafinfo,petiolelength,엽병장,cm,15
151,1,2024-11-11,5,1,leafinfo,leafnumber,엽수,개,7
151,1,2024-11-11,5,1,steminfo,crowndiameter,관부직경,cm,1.5
151,1,2024-11-11,5,1,plantobjectinfo,fruitingnumber,착과수,개,0
152,1,2024-11-11,5,2,steminfo,plantheight,초장,cm,26
152,1,2024-11-11,5,2,leafinfo,leaflength,엽장,cm,11
152,1,2024-11-11,5,2,leafinfo,leafwidth,엽폭,cm,10
152,1,2024-11-11,5,2,leafinfo,petiolelength,엽병장,cm,16
152,1,2024-11-11,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2024-11-11,5,2,steminfo,crowndiameter,관부직경,cm,2.3
152,1,2024-11-11,5,2,plantobjectinfo,fruitingnumber,착과수,개,4
111,1,2024-11-18,1,1,steminfo,plantheight,초장,cm,25
111,1,2024-11-18,1,1,leafinfo,leaflength,엽장,cm,10
111,1,2024-11-18,1,1,leafinfo,leafwidth,엽폭,cm,7
111,1,2024-11-18,1,1,leafinfo,petiolelength,엽병장,cm,15
111,1,2024-11-18,1,1,leafinfo,leafnumber,엽수,개,6
111,1,2024-11-18,1,1,steminfo,crowndiameter,관부직경,cm,1.5
111,1,2024-11-18,1,1,plantobjectinfo,fruitingnumber,착과수,개,2
112,1,2024-11-18,1,2,steminfo,plantheight,초장,cm,30
112,1,2024-11-18,1,2,leafinfo,leaflength,엽장,cm,11
112,1,2024-11-18,1,2,leafinfo,leafwidth,엽폭,cm,7
112,1,2024-11-18,1,2,leafinfo,petiolelength,엽병장,cm,19
112,1,2024-11-18,1,2,leafinfo,leafnumber,엽수,개,8
112,1,2024-11-18,1,2,steminfo,crowndiameter,관부직경,cm,2
112,1,2024-11-18,1,2,plantobjectinfo,fruitingnumber,착과수,개,0
121,1,2024-11-18,2,1,steminfo,plantheight,초장,cm,29
121,1,2024-11-18,2,1,leafinfo,leaflength,엽장,cm,9
121,1,2024-11-18,2,1,leafinfo,leafwidth,엽폭,cm,8
121,1,2024-11-18,2,1,leafinfo,petiolelength,엽병장,cm,20
121,1,2024-11-18,2,1,leafinfo,leafnumber,엽수,개,6
121,1,2024-11-18,2,1,steminfo,crowndiameter,관부직경,cm,2
121,1,2024-11-18,2,1,plantobjectinfo,fruitingnumber,착과수,개,6
122,1,2024-11-18,2,2,steminfo,plantheight,초장,cm,28
122,1,2024-11-18,2,2,leafinfo,leaflength,엽장,cm,11
122,1,2024-11-18,2,2,leafinfo,leafwidth,엽폭,cm,10
122,1,2024-11-18,2,2,leafinfo,petiolelength,엽병장,cm,17
122,1,2024-11-18,2,2,leafinfo,leafnumber,엽수,개,6
122,1,2024-11-18,2,2,steminfo,crowndiameter,관부직경,cm,2
122,1,2024-11-18,2,2,plantobjectinfo,fruitingnumber,착과수,개,2
131,1,2024-11-18,3,1,steminfo,plantheight,초장,cm,30
131,1,2024-11-18,3,1,leafinfo,leaflength,엽장,cm,11
131,1,2024-11-18,3,1,leafinfo,leafwidth,엽폭,cm,7
131,1,2024-11-18,3,1,leafinfo,petiolelength,엽병장,cm,19
131,1,2024-11-18,3,1,leafinfo,leafnumber,엽수,개,7
131,1,2024-11-18,3,1,steminfo,crowndiameter,관부직경,cm,1.5
131,1,2024-11-18,3,1,plantobjectinfo,fruitingnumber,착과수,개,0
132,1,2024-11-18,3,2,steminfo,plantheight,초장,cm,29
132,1,2024-11-18,3,2,leafinfo,leaflength,엽장,cm,11
132,1,2024-11-18,3,2,leafinfo,leafwidth,엽폭,cm,8
132,1,2024-11-18,3,2,leafinfo,petiolelength,엽병장,cm,18
132,1,2024-11-18,3,2,leafinfo,leafnumber,엽수,개,7
132,1,2024-11-18,3,2,steminfo,crowndiameter,관부직경,cm,1.5
132,1,2024-11-18,3,2,plantobjectinfo,fruitingnumber,착과수,개,0
141,1,2024-11-18,4,1,steminfo,plantheight,초장,cm,26
141,1,2024-11-18,4,1,leafinfo,leaflength,엽장,cm,11
141,1,2024-11-18,4,1,leafinfo,leafwidth,엽폭,cm,9
141,1,2024-11-18,4,1,leafinfo,petiolelength,엽병장,cm,15
141,1,2024-11-18,4,1,leafinfo,leafnumber,엽수,개,7
141,1,2024-11-18,4,1,steminfo,crowndiameter,관부직경,cm,2
141,1,2024-11-18,4,1,plantobjectinfo,fruitingnumber,착과수,개,1
142,1,2024-11-18,4,2,steminfo,plantheight,초장,cm,25
142,1,2024-11-18,4,2,leafinfo,leaflength,엽장,cm,11
142,1,2024-11-18,4,2,leafinfo,leafwidth,엽폭,cm,10
142,1,2024-11-18,4,2,leafinfo,petiolelength,엽병장,cm,14
142,1,2024-11-18,4,2,leafinfo,leafnumber,엽수,개,6
142,1,2024-11-18,4,2,steminfo,crowndiameter,관부직경,cm,1.5
142,1,2024-11-18,4,2,plantobjectinfo,fruitingnumber,착과수,개,1
151,1,2024-11-18,5,1,steminfo,plantheight,초장,cm,26
151,1,2024-11-18,5,1,leafinfo,leaflength,엽장,cm,10
151,1,2024-11-18,5,1,leafinfo,leafwidth,엽폭,cm,7
151,1,2024-11-18,5,1,leafinfo,petiolelength,엽병장,cm,16
151,1,2024-11-18,5,1,leafinfo,leafnumber,엽수,개,7
151,1,2024-11-18,5,1,steminfo,crowndiameter,관부직경,cm,1.5
151,1,2024-11-18,5,1,plantobjectinfo,fruitingnumber,착과수,개,1
152,1,2024-11-18,5,2,steminfo,plantheight,초장,cm,26
152,1,2024-11-18,5,2,leafinfo,leaflength,엽장,cm,11
152,1,2024-11-18,5,2,leafinfo,leafwidth,엽폭,cm,10
152,1,2024-11-18,5,2,leafinfo,petiolelength,엽병장,cm,16
152,1,2024-11-18,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2024-11-18,5,2,steminfo,crowndiameter,관부직경,cm,2.3
152,1,2024-11-18,5,2,plantobjectinfo,fruitingnumber,착과수,개,5
111,1,2024-11-25,1,1,steminfo,plantheight,초장,cm,27
111,1,2024-11-25,1,1,leafinfo,leaflength,엽장,cm,10
111,1,2024-11-25,1,1,leafinfo,leafwidth,엽폭,cm,7
111,1,2024-11-25,1,1,leafinfo,petiolelength,엽병장,cm,17
111,1,2024-11-25,1,1,leafinfo,leafnumber,엽수,개,6
111,1,2024-11-25,1,1,steminfo,crowndiameter,관부직경,cm,1.5
111,1,2024-11-25,1,1,plantobjectinfo,fruitingnumber,착과수,개,5
112,1,2024-11-25,1,2,steminfo,plantheight,초장,cm,30
112,1,2024-11-25,1,2,leafinfo,leaflength,엽장,cm,11
112,1,2024-11-25,1,2,leafinfo,leafwidth,엽폭,cm,7
112,1,2024-11-25,1,2,leafinfo,petiolelength,엽병장,cm,19
112,1,2024-11-25,1,2,leafinfo,leafnumber,엽수,개,8
112,1,2024-11-25,1,2,steminfo,crowndiameter,관부직경,cm,2
112,1,2024-11-25,1,2,plantobjectinfo,fruitingnumber,착과수,개,2
121,1,2024-11-25,2,1,steminfo,plantheight,초장,cm,30
121,1,2024-11-25,2,1,leafinfo,leaflength,엽장,cm,9
121,1,2024-11-25,2,1,leafinfo,leafwidth,엽폭,cm,8
121,1,2024-11-25,2,1,leafinfo,petiolelength,엽병장,cm,21
121,1,2024-11-25,2,1,leafinfo,leafnumber,엽수,개,6
121,1,2024-11-25,2,1,steminfo,crowndiameter,관부직경,cm,2
121,1,2024-11-25,2,1,plantobjectinfo,fruitingnumber,착과수,개,9
122,1,2024-11-25,2,2,steminfo,plantheight,초장,cm,29
122,1,2024-11-25,2,2,leafinfo,leaflength,엽장,cm,11
122,1,2024-11-25,2,2,leafinfo,leafwidth,엽폭,cm,10
122,1,2024-11-25,2,2,leafinfo,petiolelength,엽병장,cm,18
122,1,2024-11-25,2,2,leafinfo,leafnumber,엽수,개,6
122,1,2024-11-25,2,2,steminfo,crowndiameter,관부직경,cm,2
122,1,2024-11-25,2,2,plantobjectinfo,fruitingnumber,착과수,개,8
131,1,2024-11-25,3,1,steminfo,plantheight,초장,cm,30
131,1,2024-11-25,3,1,leafinfo,leaflength,엽장,cm,11
131,1,2024-11-25,3,1,leafinfo,leafwidth,엽폭,cm,7
131,1,2024-11-25,3,1,leafinfo,petiolelength,엽병장,cm,19
131,1,2024-11-25,3,1,leafinfo,leafnumber,엽수,개,7
131,1,2024-11-25,3,1,steminfo,crowndiameter,관부직경,cm,1.5
131,1,2024-11-25,3,1,plantobjectinfo,fruitingnumber,착과수,개,5
132,1,2024-11-25,3,2,steminfo,plantheight,초장,cm,30
132,1,2024-11-25,3,2,leafinfo,leaflength,엽장,cm,11
132,1,2024-11-25,3,2,leafinfo,leafwidth,엽폭,cm,8
132,1,2024-11-25,3,2,leafinfo,petiolelength,엽병장,cm,19
132,1,2024-11-25,3,2,leafinfo,leafnumber,엽수,개,7
132,1,2024-11-25,3,2,steminfo,crowndiameter,관부직경,cm,1.5
132,1,2024-11-25,3,2,plantobjectinfo,fruitingnumber,착과수,개,4
141,1,2024-11-25,4,1,steminfo,plantheight,초장,cm,27
141,1,2024-11-25,4,1,leafinfo,leaflength,엽장,cm,11
141,1,2024-11-25,4,1,leafinfo,leafwidth,엽폭,cm,9
141,1,2024-11-25,4,1,leafinfo,petiolelength,엽병장,cm,16
141,1,2024-11-25,4,1,leafinfo,leafnumber,엽수,개,7
141,1,2024-11-25,4,1,steminfo,crowndiameter,관부직경,cm,2
141,1,2024-11-25,4,1,plantobjectinfo,fruitingnumber,착과수,개,4
142,1,2024-11-25,4,2,steminfo,plantheight,초장,cm,26
142,1,2024-11-25,4,2,leafinfo,leaflength,엽장,cm,11
142,1,2024-11-25,4,2,leafinfo,leafwidth,엽폭,cm,10
142,1,2024-11-25,4,2,leafinfo,petiolelength,엽병장,cm,15
142,1,2024-11-25,4,2,leafinfo,leafnumber,엽수,개,6
142,1,2024-11-25,4,2,steminfo,crowndiameter,관부직경,cm,1.5
142,1,2024-11-25,4,2,plantobjectinfo,fruitingnumber,착과수,개,5
151,1,2024-11-25,5,1,steminfo,plantheight,초장,cm,27
151,1,2024-11-25,5,1,leafinfo,leaflength,엽장,cm,10
151,1,2024-11-25,5,1,leafinfo,leafwidth,엽폭,cm,7
151,1,2024-11-25,5,1,leafinfo,petiolelength,엽병장,cm,17
151,1,2024-11-25,5,1,leafinfo,leafnumber,엽수,개,7
151,1,2024-11-25,5,1,steminfo,crowndiameter,관부직경,cm,1.5
151,1,2024-11-25,5,1,plantobjectinfo,fruitingnumber,착과수,개,5
152,1,2024-11-25,5,2,steminfo,plantheight,초장,cm,26
152,1,2024-11-25,5,2,leafinfo,leaflength,엽장,cm,11
152,1,2024-11-25,5,2,leafinfo,leafwidth,엽폭,cm,10
152,1,2024-11-25,5,2,leafinfo,petiolelength,엽병장,cm,16
152,1,2024-11-25,5,2,leafinfo,leafnumber,엽수,개,7
152,1,2024-11-25,5,2,steminfo,crowndiameter,관부직경,cm,2.3
152,1,2024-11-25,5,2,plantobjectinfo,fruitingnumber,착과수,개,8
111,1,2024-12-02,1,1,steminfo,plantheight,초장,cm,27
111,1,2024-12-02,1,1,leafinfo,leaflength,엽장,cm,10
111,1,2024-12-02,1,1,leafinfo,leafwidth,엽폭,cm,7
111,1,2024-12-02,1,1,leafinfo,petiolelength,엽병장,cm,17
111,1,2024-12-02,1,1,leafinfo,leafnumber,엽수,개,6
111,1,2024-12-02,1,1,steminfo,crowndiameter,관부직경,cm,2
111,1,2024-12-02,1,1,plantobjectinfo,fruitingnumber,착과수,개,9
112,1,2024-12-02,1,2,steminfo,plantheight,초장,cm,30
112,1,2024-12-02,1,2,leafinfo,leaflength,엽장,cm,11
112,1,2024-12-02,1,2,leafinfo,leafwidth,엽폭,cm,7
112,1,2024-12-02,1,2,leafinfo,petiolelength,엽병장,cm,19
112,1,2024-12-02,1,2,leafinfo,leafnumber,엽수,개,7
112,1,2024-12-02,1,2,steminfo,crowndiameter,관부직경,cm,2
112,1,2024-12-02,1,2,plantobjectinfo,fruitingnumber,착과수,개,7
121,1,2024-12-02,2,1,steminfo,plantheight,초장,cm,30
121,1,2024-12-02,2,1,leafinfo,leaflength,엽장,cm,9
121,1,2024-12-02,2,1,leafinfo,leafwidth,엽폭,cm,8
121,1,2024-12-02,2,1,leafinfo,petiolelength,엽병장,cm,21
121,1,2024-12-02,2,1,leafinfo,leafnumber,엽수,개,6
121,1,2024-12-02,2,1,steminfo,crowndiameter,관부직경,cm,2
121,1,2024-12-02,2,1,plantobjectinfo,fruitingnumber,착과수,개,7
122,1,2024-12-02,2,2,steminfo,plantheight,초장,cm,29
122,1,2024-12-02,2,2,leafinfo,leaflength,엽장,cm,11
122,1,2024-12-02,2,2,leafinfo,leafwidth,엽폭,cm,10
122,1,2024-12-02,2,2,leafinfo,petiolelength,엽병장,cm,18
122,1,2024-12-02,2,2,leafinfo,leafnumber,엽수,개,7
122,1,2024-12-02,2,2,steminfo,crowndiameter,관부직경,cm,2
122,1,2024-12-02,2,2,plantobjectinfo,fruitingnumber,착과수,개,6
131,1,2024-12-02,3,1,steminfo,plantheight,초장,cm,30
131,1,2024-12-02,3,1,leafinfo,leaflength,엽장,cm,11
131,1,2024-12-02,3,1,leafinfo,leafwidth,엽폭,cm,7
